tmean,dtr,GDDm,srad,soil,aet,pr,pet,vpd,def,daylen,month,month_sin,month_cos,lat,lon,NDVI,year,label
26.75,10.7,519.25,1908,90,1101,115,1375,110,274,12.945684644943647,1,0.49999999999999994,0.8660254037844387,-17.672069954565856,-62.69799019967287,0.7092,2023,2
25.1,13.200000000000003,468.1,2985,88,515,53,2052,172,1537,13.997020944431988,1,0.49999999999999994,0.8660254037844387,-33.69801462325812,-55.79892881763496,0.42060000000000003,2023,0
26.05,9.100000000000001,497.55,2017,3059,1170,146,1170,85,0,12.191179457715657,1,0.49999999999999994,0.8660254037844387,-3.694284133666102,-43.33031267405599,0.7892,2023,2
26.050000000000004,10.7,497.5500000000001,2373,276,215,18,1479,122,1265,12.380657555594244,1,0.49999999999999994,0.8660254037844387,-7.323477881508964,-37.688892689785405,0.658,2023,1
25.75,10.099999999999998,488.25,1378,2584,949,268,949,83,0,12.534955549917145,1,0.49999999999999994,0.8660254037844387,-10.23401940205622,-55.08027659033934,0.7073,2023,2
25.400000000000002,10.600000000000001,477.4000000000001,2052,293,780,67,1159,83,380,11.882608997377796,1,0.49999999999999994,0.8660254037844387,2.2705293528875217,-74.62761717278012,0.7253000000000001,2023,0
30.05,12.699999999999996,621.5500000000001,2592,16,772,81,1924,219,1152,13.244115169595988,1,0.49999999999999994,0.8660254037844387,-22.702635545635175,-59.284392120018694,0.45570000000000005,2023,1
24.8,10.0,458.8,1800,436,1218,205,1218,81,0,13.122198359340903,1,0.49999999999999994,0.8660254037844387,-20.69040930920744,-53.42737646755941,0.8095,2023,1
21.1,10.799999999999999,344.1,1648,1494,945,370,945,40,0,13.022572558959942,1,0.49999999999999994,0.8660254037844387,-19.001576575062742,-46.4923824741567,0.7727,2023,2
25.75,8.5,488.25,1066,2296,704,495,704,48,0,12.32410484748862,1,0.49999999999999994,0.8660254037844387,-6.2454995405655325,-64.09936204289933,0.5494,2023,0
28.200000000000003,13.599999999999998,564.2,2757,33,871,92,1852,186,981,13.455632507957572,1,0.49999999999999994,0.8660254037844387,-26.044368402559797,-59.85931390185519,0.6911,2023,1
26.25,10.099999999999998,503.75,2166,417,602,39,1217,88,615,11.895625826237449,1,0.49999999999999994,0.8660254037844387,2.019001073334067,-73.65743666593104,0.8635,2023,2
26.05,10.100000000000001,497.55,1227,589,801,273,801,67,0,12.254696180844467,1,0.49999999999999994,0.8660254037844387,-4.915992920068646,-73.62150405456626,0.8144,2023,0
25.1,9.0,468.1,1967,939,1118,232,1118,64,0,11.392863049739999,1,0.49999999999999994,0.8660254037844387,11.577075696365767,-84.4372200753653,0.8230000000000001,2023,2
25.65,9.7,485.15,1243,2862,867,248,867,77,0,12.447012070407236,1,0.49999999999999994,0.8660254037844387,-8.581119279276294,-55.47553531535192,0.8504,2023,1
25.450000000000003,8.7,478.9500000000001,1076,2753,714,299,714,49,0,12.40335874437019,1,0.49999999999999994,0.8660254037844387,-7.754669217886331,-63.775968540616304,0.7685000000000001,2023,0
25.8,9.0,489.8,1792,3373,1059,208,1059,59,0,12.181856113719567,1,0.49999999999999994,0.8660254037844387,-3.5146210768421895,-48.289013042395766,0.8215,2023,1
20.900000000000002,9.600000000000001,337.9000000000001,1917,631,1034,263,1034,40,0,13.272965940759102,1,0.49999999999999994,0.8660254037844387,-23.169759493377327,-45.41440413321328,0.7321000000000001,2023,2
26.300000000000004,10.8,505.3000000000001,2589,277,1618,185,1618,123,0,13.420669092788234,1,0.49999999999999994,0.8660254037844387,-25.505379232088075,-55.97859187445886,0.6641,2023,0
24.15,10.3,438.65,1385,4078,880,329,880,51,0,12.596708895964456,1,0.49999999999999994,0.8660254037844387,-11.383862965729207,-60.47016829505647,0.8737,2023,2
24.650000000000002,8.100000000000001,454.1500000000001,1437,3827,846,214,846,37,0,12.133432473491018,1,0.49999999999999994,0.8660254037844387,-2.580373181357885,-53.894500415301565,0.7366,2023,0
17.8,13.200000000000001,241.8,2567,5,305,32,1946,120,1641,15.090950211114164,1,0.49999999999999994,0.8660254037844387,-45.44797853954145,-67.40516228845917,0.3725,2023,0
25.800000000000004,17.8,489.8000000000001,2973,7,224,24,2353,248,2128,14.446620621309306,1,0.49999999999999994,0.8660254037844387,-39.08790632797525,-66.0397230565975,0.1915,2023,1
27.900000000000002,8.600000000000001,554.9000000000001,1748,1681,1283,355,1283,105,0,12.835632372935155,1,0.49999999999999994,0.8660254037844387,-15.73170894086769,-65.21327299520753,0.683,2023,1
25.85,13.299999999999997,491.35,2422,220,461,41,1464,126,1004,12.462242853383737,1,0.49999999999999994,0.8660254037844387,-8.868580170194534,-41.102490769439584,0.6595000000000001,2023,2
24.950000000000003,11.099999999999998,463.4500000000001,1792,20,122,13,1264,116,1142,12.320344053490102,1,0.49999999999999994,0.8660254037844387,-6.173634317835976,-79.69411537521422,0.22490000000000002,2023,0
25.75,7.900000000000002,488.25,1388,1913,858,296,858,60,0,12.111110578162993,1,0.49999999999999994,0.8660254037844387,-2.149181844980518,-60.3983030723269,0.7874,2023,0
29.900000000000002,12.600000000000001,616.9000000000001,2597,18,326,34,1932,245,1606,13.150173674879747,1,0.49999999999999994,0.8660254037844387,-21.15753325694959,-63.02138370195591,0.7614000000000001,2023,1
12.7,8.999999999999998,83.69999999999997,2113,46,153,15,1276,62,1123,16.09594252834824,1,0.49999999999999994,0.8660254037844387,-52.81416386932153,-70.24383858627687,0.4328,2023,1
